/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_26_931.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_26_931.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_26_931.jpg, 0, 1, 0, 30.19007
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_27_047.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_27_047.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_27_047.jpg, 0, 1, 0, 30.19028
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_27_163.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_27_163.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_27_163.jpg, 0, 1, 0, 30.19024
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_27_277.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_27_277.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_27_277.jpg, 0, 1, 0, 30.19065
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_27_391.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_27_391.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_27_391.jpg, 0, 1, 0, 30.19015
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_27_506.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_27_506.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_27_506.jpg, 0, 1, 0, 30.1901
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_27_623.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_27_623.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_27_623.jpg, 0, 1, 0, 30.19015
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_27_742.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_27_742.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_27_742.jpg, 0, 1, 0, 30.19014
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_27_857.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_27_857.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_27_857.jpg, 0, 1, 0, 30.19014
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_27_970.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_27_970.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_27_970.jpg, 0, 1, 0, 30.19014
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_28_084.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_28_084.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_28_084.jpg, 0, 1, 0, 30.19013
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_28_195.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_28_195.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_28_195.jpg, 0, 1, 0, 30.19011
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_28_308.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_28_308.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_28_308.jpg, 0, 1, 0, 30.19052
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_28_423.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_28_423.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_28_423.jpg, 0, 1, 0, 30.19029
/Users/fotidim/Desktop/Training data/IMG/center_2019_07_14_12_53_28_538.jpg, /Users/fotidim/Desktop/Training data/IMG/left_2019_07_14_12_53_28_538.jpg, /Users/fotidim/Desktop/Training data/IMG/right_2019_07_14_12_53_28_538.jpg, 0, 1, 0, 30.19056
